PDFファイル,ページ番号,図番号,x0,y0,x1,y1
whitepaper2023_all.pdf,42,【第122-1-5】,305.97589111328125,358.4261169433594,315.97589111328125,371.4581298828125
whitepaper2023_all.pdf,42,【第122-1-6】,305.97589111328125,526.4260864257812,315.97589111328125,539.4580688476562
whitepaper2023_all.pdf,43,【第122-1-7】,37.29970169067383,64.42608642578125,47.29970169067383,88.4560775756836
whitepaper2023_all.pdf,43,【第122-1-8】,302.976806640625,64.42608642578125,312.976806640625,77.45809173583984
whitepaper2023_all.pdf,43,【第122-1-9】,302.976806640625,162.42608642578125,312.976806640625,175.4580841064453
whitepaper2023_all.pdf,44,【第122-1-11】,40.29869842529297,330.4261169433594,51.29869842529297,343.4581298828125
whitepaper2023_all.pdf,44,【第122-1-12】,305.97589111328125,330.4261169433594,316.97589111328125,354.45611572265625
whitepaper2023_all.pdf,44,【第122-1-10】,53.69240188598633,64.42608642578125,64.69240188598633,77.45809173583984
whitepaper2023_all.pdf,45,【第122-2-1】,37.29970169067383,64.42608642578125,47.29970169067383,88.4560775756836
whitepaper2023_all.pdf,45,【第122-2-2】,302.976806640625,64.42608642578125,312.976806640625,88.4560775756836
whitepaper2023_all.pdf,46,【第122-2-3】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,46,【第122-2-4】,305.97589111328125,260.42608642578125,315.97589111328125,273.4580993652344
whitepaper2023_all.pdf,47,【第122-2-5】,37.29970169067383,64.42608642578125,47.29970169067383,88.4560775756836
whitepaper2023_all.pdf,47,【第122-2-6】,302.976806640625,64.42608642578125,312.976806640625,77.45809173583984
whitepaper2023_all.pdf,48,【第122-2-7】,293.13739013671875,64.426025390625,303.13739013671875,88.45601654052734
whitepaper2023_all.pdf,48,【第122-2-8】,55.109798431396484,372.4261169433594,65.10979843139648,385.4581298828125
whitepaper2023_all.pdf,49,【第122-2-9】,52.11069869995117,64.42608642578125,62.11069869995117,77.45809173583984
whitepaper2023_all.pdf,50,【第131-1-1】,305.7055969238281,148.42608642578125,315.7055969238281,161.4580841064453
whitepaper2023_all.pdf,50,【第131-1-2】,305.97589111328125,302.42608642578125,315.97589111328125,315.4580993652344
whitepaper2023_all.pdf,51,【第131-1-4】,37.29970169067383,414.4261169433594,47.29970169067383,427.4581298828125
whitepaper2023_all.pdf,51,【第131-1-3】,50.69340133666992,64.42608642578125,60.69340133666992,77.45809173583984
whitepaper2023_all.pdf,52,【第131-2-2】,40.29869842529297,428.4261169433594,50.29869842529297,441.4581298828125
whitepaper2023_all.pdf,52,【第131-1-5】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,52,【第131-2-1】,40.29869842529297,232.42608642578125,50.29869842529297,256.4560852050781
whitepaper2023_all.pdf,53,【第131-3-2】,303.02191162109375,302.42608642578125,313.02191162109375,315.4580993652344
whitepaper2023_all.pdf,53,【第131-3-1】,50.69340133666992,64.42608642578125,60.69340133666992,77.45809173583984
whitepaper2023_all.pdf,57,【第132-1-1】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,57,【第132-1-2】,37.29970169067383,246.42608642578125,47.29970169067383,259.9480285644531
whitepaper2023_all.pdf,57,【第132-1-3】,302.976806640625,64.42608642578125,312.976806640625,77.94815063476562
whitepaper2023_all.pdf,58,【第132-1-4】,53.69240188598633,64.42608642578125,63.69240188598633,77.94802856445312
whitepaper2023_all.pdf,58,【第132-1-5】,53.69240188598633,414.4261169433594,63.69240188598633,427.94805908203125
whitepaper2023_all.pdf,59,【第132-1-6】,37.29970169067383,64.42608642578125,47.29970169067383,77.94815063476562
whitepaper2023_all.pdf,59,【第132-1-7】,37.29970169067383,344.4261169433594,47.29970169067383,357.4581298828125
whitepaper2023_all.pdf,65,【第132-2-1】,50.69340133666992,64.42608642578125,60.69340133666992,77.45809173583984
whitepaper2023_all.pdf,66,【第132-2-2】,46.637298583984375,162.42608642578125,56.637298583984375,186.45606994628906
whitepaper2023_all.pdf,66,【第132-2-3】,299.63739013671875,162.42608642578125,309.63739013671875,186.45606994628906
whitepaper2023_all.pdf,71,【第132-3-1】,50.69340133666992,64.42608642578125,60.69340133666992,77.45809173583984
whitepaper2023_all.pdf,74,【第211-1-1】,305.97589111328125,148.42608642578125,315.97589111328125,161.4580841064453
whitepaper2023_all.pdf,74,【第211-1-2】,305.97589111328125,474.2532043457031,315.97589111328125,498.283203125
whitepaper2023_all.pdf,75,【第211-1-3】,145.6540069580078,391.6150207519531,155.6540069580078,404.64703369140625
whitepaper2023_all.pdf,76,【第211-2-1】,305.97589111328125,64.42608642578125,315.97589111328125,88.4560775756836
whitepaper2023_all.pdf,76,【第211-2-2】,305.97589111328125,540.4260864257812,315.97589111328125,564.4561157226562
whitepaper2023_all.pdf,77,【第211-3-1】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,77,【第211-3-2】,37.29970169067383,288.42608642578125,47.29970169067383,301.4580993652344
whitepaper2023_all.pdf,77,【第211-3-3】,37.29970169067383,526.4260864257812,47.29970169067383,539.4580688476562
whitepaper2023_all.pdf,77,【第211-4-1】,302.976806640625,64.42608642578125,312.976806640625,77.45809173583984
whitepaper2023_all.pdf,78,【第212-1-1】,40.29869842529297,509.67352294921875,50.29869842529297,522.7055053710938
whitepaper2023_all.pdf,78,【第212-1-2】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,78,【第212-1-3】,305.97589111328125,316.42608642578125,315.97589111328125,329.4580993652344
whitepaper2023_all.pdf,79,【第212-1-4】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,79,【第212-1-5】,37.29970169067383,302.42608642578125,47.29970169067383,315.4580993652344
whitepaper2023_all.pdf,79,【第212-1-6】,302.976806640625,64.42608642578125,312.976806640625,77.45809173583984
whitepaper2023_all.pdf,79,【第212-1-7】,302.976806640625,260.42608642578125,312.976806640625,273.4580993652344
whitepaper2023_all.pdf,80,【第212-1-8】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,80,【第212-1-9】,40.29869842529297,330.4261169433594,50.29869842529297,343.4581298828125
whitepaper2023_all.pdf,80,【第212-1-10】,305.97589111328125,64.42608642578125,316.97589111328125,77.45809173583984
whitepaper2023_all.pdf,80,【第212-2-1】,305.97589111328125,274.42608642578125,315.97589111328125,287.4580993652344
whitepaper2023_all.pdf,81,【第212-2-2】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,81,【第212-2-3】,302.9768981933594,64.42608642578125,312.9768981933594,77.45809173583984
whitepaper2023_all.pdf,81,【第212-2-4】,302.976806640625,274.42608642578125,312.976806640625,287.4580993652344
whitepaper2023_all.pdf,81,【第212-2-5】,302.976806640625,456.4261169433594,312.976806640625,469.4581298828125
whitepaper2023_all.pdf,82,【第212-2-6】,40.29869842529297,64.42608642578125,50.29869842529297,88.4560775756836
whitepaper2023_all.pdf,82,【第212-2-7】,40.29869842529297,246.42608642578125,50.29869842529297,259.4580993652344
whitepaper2023_all.pdf,82,【第212-3-1】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,82,【第212-3-2】,305.97589111328125,274.42608642578125,315.97589111328125,287.4580993652344
whitepaper2023_all.pdf,83,【第212-3-3】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,83,【第212-3-4】,37.29970169067383,288.42608642578125,47.29970169067383,301.4580993652344
whitepaper2023_all.pdf,83,【第212-3-5】,302.976806640625,64.42608642578125,312.976806640625,77.45809173583984
whitepaper2023_all.pdf,83,【第212-3-6】,302.976806640625,274.42608642578125,312.976806640625,287.4580993652344
whitepaper2023_all.pdf,83,【第212-3-7】,302.976806640625,512.4260864257812,312.976806640625,525.4580688476562
whitepaper2023_all.pdf,84,【第212-3-8】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,84,【第212-3-9】,40.29869842529297,330.4261169433594,50.29869842529297,343.4581298828125
whitepaper2023_all.pdf,84,【第213-1-1】,305.97589111328125,372.4261169433594,315.97589111328125,385.4581298828125
whitepaper2023_all.pdf,84,【第213-1-2】,305.97589111328125,579.1735229492188,315.97589111328125,592.2055053710938
whitepaper2023_all.pdf,85,【第213-1-3】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,85,【第213-1-4】,302.976806640625,64.42608642578125,312.976806640625,77.45809173583984
whitepaper2023_all.pdf,85,【第213-1-5】,302.976806640625,260.42608642578125,312.976806640625,284.4560852050781
whitepaper2023_all.pdf,85,【第213-1-6】,302.976806640625,484.4261169433594,312.976806640625,508.45611572265625
whitepaper2023_all.pdf,86,【第213-1-7】,305.97589111328125,64.42608642578125,315.97589111328125,88.4560775756836
whitepaper2023_all.pdf,87,【第213-1-8】,37.29970169067383,64.42608642578125,47.29970169067383,88.4560775756836
whitepaper2023_all.pdf,87,【第213-1-9】,302.9768981933594,64.42608642578125,312.9768981933594,77.45809173583984
whitepaper2023_all.pdf,87,【第213-1-10】,302.976806640625,288.42608642578125,313.976806640625,301.4580993652344
whitepaper2023_all.pdf,88,【第213-1-11】,40.29869842529297,64.42608642578125,51.29869842529297,77.45809173583984
whitepaper2023_all.pdf,88,【第213-1-12】,40.29869842529297,260.42608642578125,51.29869842529297,273.4580993652344
whitepaper2023_all.pdf,88,【第213-1-13】,305.97589111328125,64.42608642578125,316.97589111328125,77.45809173583984
whitepaper2023_all.pdf,89,【第213-1-14】,37.29970169067383,64.42608642578125,48.29970169067383,88.4560775756836
whitepaper2023_all.pdf,89,【第213-1-15】,37.29970169067383,274.42608642578125,48.29970169067383,287.4580993652344
whitepaper2023_all.pdf,89,【第213-1-16】,302.976806640625,64.42608642578125,313.976806640625,77.45809173583984
whitepaper2023_all.pdf,89,【第213-1-17】,302.9768981933594,358.4261169433594,313.9768981933594,371.4581298828125
whitepaper2023_all.pdf,90,【第213-1-18】,40.29869842529297,64.42608642578125,51.29869842529297,77.45809173583984
whitepaper2023_all.pdf,90,【第213-1-19】,305.97589111328125,64.42608642578125,316.97589111328125,88.4560775756836
whitepaper2023_all.pdf,90,【第213-1-20】,305.97589111328125,274.42608642578125,316.97589111328125,287.4580993652344
whitepaper2023_all.pdf,91,【第213-1-21】,37.29970169067383,64.42608642578125,48.29970169067383,77.45809173583984
whitepaper2023_all.pdf,91,【第213-1-22】,302.976806640625,64.42608642578125,313.976806640625,77.45809173583984
whitepaper2023_all.pdf,92,【第213-1-23】,40.29869842529297,64.42608642578125,51.29869842529297,77.45809173583984
whitepaper2023_all.pdf,92,【第213-1-24】,40.29869842529297,274.42608642578125,51.29869842529297,298.4560852050781
whitepaper2023_all.pdf,92,【第213-2-1】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,93,【第213-2-2】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,93,【第213-2-3】,37.29970169067383,316.42608642578125,47.29970169067383,329.4580993652344
whitepaper2023_all.pdf,93,【第213-2-4】,302.976806640625,64.42608642578125,312.976806640625,77.45809173583984
whitepaper2023_all.pdf,94,【第213-2-5】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,96,【第213-2-6】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,98,【第213-2-7】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,98,【第213-2-8】,40.29869842529297,288.42608642578125,50.29869842529297,301.4580993652344
whitepaper2023_all.pdf,98,【第213-2-9】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,98,【第213-2-10】,305.97589111328125,330.4261169433594,316.97589111328125,343.4581298828125
whitepaper2023_all.pdf,99,【第213-2-11】,37.29970169067383,64.42608642578125,48.29970169067383,77.45809173583984
whitepaper2023_all.pdf,99,【第213-2-12】,37.29970169067383,232.42608642578125,48.29970169067383,245.4580841064453
whitepaper2023_all.pdf,99,【第213-2-13】,37.29970169067383,414.4261169433594,48.29970169067383,438.45611572265625
whitepaper2023_all.pdf,99,【第213-2-14】,302.976806640625,64.42608642578125,313.976806640625,88.4560775756836
whitepaper2023_all.pdf,100,【第213-2-15】,40.29869842529297,64.42608642578125,51.29869842529297,88.4560775756836
whitepaper2023_all.pdf,100,【第213-2-16】,40.29869842529297,274.42608642578125,51.29869842529297,287.4580993652344
whitepaper2023_all.pdf,100,【第213-2-17】,305.97589111328125,64.42608642578125,316.97589111328125,88.4560775756836
whitepaper2023_all.pdf,100,【第213-2-18】,305.97589111328125,316.42608642578125,316.97589111328125,329.4580993652344
whitepaper2023_all.pdf,101,【第213-2-19】,37.29970169067383,64.42608642578125,48.29970169067383,88.4560775756836
whitepaper2023_all.pdf,101,【第213-2-20】,302.976806640625,64.42608642578125,313.976806640625,88.4560775756836
whitepaper2023_all.pdf,102,【第213-2-21】,40.29869842529297,64.42608642578125,51.29869842529297,77.45809173583984
whitepaper2023_all.pdf,102,【第213-2-22】,40.29869842529297,260.42608642578125,51.29869842529297,273.4580993652344
whitepaper2023_all.pdf,102,【第213-2-23】,305.97589111328125,64.42608642578125,316.97589111328125,77.45809173583984
whitepaper2023_all.pdf,102,【第213-2-24】,305.97589111328125,302.42608642578125,316.97589111328125,315.4580993652344
whitepaper2023_all.pdf,103,【第213-2-25】,37.29970169067383,64.42608642578125,48.29970169067383,77.45809173583984
whitepaper2023_all.pdf,103,【第213-2-26】,302.976806640625,64.42608642578125,313.976806640625,77.45809173583984
whitepaper2023_all.pdf,104,【第213-3-1】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,104,【第213-3-2】,40.29869842529297,274.42608642578125,50.29869842529297,287.4580993652344
whitepaper2023_all.pdf,104,【第213-3-3】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,104,【第213-3-4】,305.97589111328125,274.42608642578125,315.97589111328125,287.9480285644531
whitepaper2023_all.pdf,105,【第213-3-5】,37.29970169067383,64.42608642578125,47.29970169067383,88.4560775756836
whitepaper2023_all.pdf,105,【第214-1-1】,302.976806640625,64.42608642578125,312.976806640625,77.45809173583984
whitepaper2023_all.pdf,106,【第214-1-2】,40.29869842529297,64.42608642578125,50.29869842529297,88.45809173583984
whitepaper2023_all.pdf,106,【第214-1-3】,40.29869842529297,302.42608642578125,50.29869842529297,315.4580993652344
whitepaper2023_all.pdf,106,【第214-1-4】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,106,【第214-1-5】,305.97589111328125,302.42608642578125,315.97589111328125,315.4580993652344
whitepaper2023_all.pdf,107,【第214-1-6】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,107,【第214-1-7】,302.976806640625,64.42608642578125,312.976806640625,88.4560775756836
whitepaper2023_all.pdf,108,【第214-1-8】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,108,【第214-1-9】,40.29869842529297,358.4261169433594,50.29869842529297,382.45611572265625
whitepaper2023_all.pdf,108,【第214-1-10】,305.97589111328125,64.42608642578125,316.97589111328125,77.45809173583984
whitepaper2023_all.pdf,109,【第214-1-11】,37.29970169067383,64.42608642578125,48.29970169067383,77.45809173583984
whitepaper2023_all.pdf,109,【第214-1-12】,37.29970169067383,246.42608642578125,48.29970169067383,259.4580993652344
whitepaper2023_all.pdf,109,【第214-1-13】,302.976806640625,64.42608642578125,313.976806640625,77.45809173583984
whitepaper2023_all.pdf,110,【第214-2-1】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,110,【第214-2-2】,40.29869842529297,414.4261169433594,50.29869842529297,427.4581298828125
whitepaper2023_all.pdf,110,【第214-2-3】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,111,【第214-2-4】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,111,【第214-2-5】,302.9768981933594,64.42608642578125,312.9768981933594,88.4560775756836
whitepaper2023_all.pdf,111,【第214-2-6】,302.976806640625,288.42608642578125,312.976806640625,312.4560852050781
whitepaper2023_all.pdf,112,【第214-2-7】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,112,【第214-2-8】,40.29869842529297,288.42608642578125,50.29869842529297,301.4580993652344
whitepaper2023_all.pdf,112,【第214-2-9】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,113,【第214-3-1】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,113,【第214-3-2】,37.29970169067383,260.42608642578125,47.29970169067383,273.4580993652344
whitepaper2023_all.pdf,113,【第214-4-1】,302.976806640625,64.42608642578125,312.976806640625,77.45809173583984
whitepaper2023_all.pdf,114,【第214-4-2】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,114,【第214-4-3】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,114,【第214-4-4】,305.97589111328125,246.42608642578125,315.97589111328125,259.4580993652344
whitepaper2023_all.pdf,115,【第221-1-1】,37.29970169067383,573.1829223632812,47.29970169067383,597.212890625
whitepaper2023_all.pdf,115,【第221-1-2】,302.976806640625,148.42608642578125,312.976806640625,172.45606994628906
whitepaper2023_all.pdf,116,【第221-1-3】,40.29869842529297,64.42608642578125,50.29869842529297,88.4560775756836
whitepaper2023_all.pdf,116,【第221-1-4】,305.97589111328125,64.42608642578125,315.97589111328125,88.4560775756836
whitepaper2023_all.pdf,117,【第221-1-5】,290.1383972167969,64.42608642578125,300.1383972167969,88.4560775756836
whitepaper2023_all.pdf,118,【第222-1-1】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,118,【第222-1-2】,40.29869842529297,330.4261169433594,50.29869842529297,354.45611572265625
whitepaper2023_all.pdf,118,【第222-1-3】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,118,【第222-1-4】,305.97589111328125,260.42608642578125,315.97589111328125,273.4580993652344
whitepaper2023_all.pdf,119,【第222-1-5】,37.29970169067383,64.42608642578125,47.29970169067383,77.45809173583984
whitepaper2023_all.pdf,119,【第222-1-6】,302.976806640625,64.42608642578125,312.976806640625,77.45809173583984
whitepaper2023_all.pdf,120,【第222-1-7】,40.29869842529297,64.42608642578125,50.29869842529297,77.45809173583984
whitepaper2023_all.pdf,120,【第222-1-8】,40.29869842529297,232.42608642578125,50.29869842529297,245.4580841064453
whitepaper2023_all.pdf,120,【第222-1-9】,305.97589111328125,64.42608642578125,315.97589111328125,77.45809173583984
whitepaper2023_all.pdf,121,【第222-1-10】,37.29970169067383,64.42608642578125,48.29970169067383,77.45809173583984
whitepaper2023_all.pdf,121,【第222-1-11】,302.976806640625,64.42608642578125,313.976806640625,77.45809173583984
whitepaper2023_all.pdf,122,【第222-1-13】,40.29869842529297,358.4261169433594,51.29869842529297,382.45611572265625
whitepaper2023_all.pdf,122,【第222-1-14】,305.97589111328125,64.42608642578125,316.97589111328125,77.45809173583984
whitepaper2023_all.pdf,122,【第222-1-15】,305.97589111328125,260.3345947265625,316.97589111328125,284.3645935058594
whitepaper2023_all.pdf,122,【第222-1-12】,40.29869842529297,64.42608642578125,51.29869842529297,77.45809173583984
whitepaper2023_all.pdf,123,【第222-1-16】,37.29970169067383,64.42608642578125,48.29970169067383,88.4560775756836
whitepaper2023_all.pdf,123,【第222-1-17】,37.29970169067383,260.42608642578125,48.29970169067383,273.4580993652344
whitepaper2023_all.pdf,123,【第222-1-18】,302.976806640625,64.42608642578125,313.976806640625,88.4560775756836
whitepaper2023_all.pdf,123,【第222-1-19】,302.976806640625,302.42608642578125,313.976806640625,326.4560852050781
whitepaper2023_all.pdf,124,【第222-1-20】,40.29869842529297,64.42608642578125,51.29869842529297,77.45809173583984
whitepaper2023_all.pdf,124,【第222-1-21】,305.97589111328125,64.42608642578125,316.97589111328125,77.45809173583984
whitepaper2023_all.pdf,124,【第222-1-22】,53.69240188598633,436.4576110839844,64.69240188598633,449.4896240234375
whitepaper2023_all.pdf,125,【第222-1-23】,37.29970169067383,64.42608642578125,48.29970169067383,77.45809173583984
whitepaper2023_all.pdf,125,【第222-1-24】,37.29970169067383,302.42608642578125,48.29970169067383,315.4580993652344
whitepaper2023_all.pdf,125,【第222-1-25】,302.9768981933594,64.42608642578125,313.9768981933594,88.4560775756836
whitepaper2023_all.pdf,126,【第222-1-27】,40.29869842529297,274.42608642578125,51.29869842529297,287.4580993652344
whitepaper2023_all.pdf,126,【第222-1-28】,305.97589111328125,64.42608642578125,316.97589111328125,77.45809173583984
whitepaper2023_all.pdf,126,【第222-1-26】,40.29869842529297,64.42608642578125,51.29869842529297,77.45809173583984
whitepaper2023_all.pdf,127,【第222-1-29】,37.29970169067383,64.42608642578125,48.29970169067383,88.4560775756836
whitepaper2023_all.pdf,127,【第222-1-30】,37.29970169067383,274.42608642578125,48.29970169067383,287.4580993652344
whitepaper2023_all.pdf,127,【第222-1-31】,302.9768981933594,64.42608642578125,313.9768981933594,77.45809173583984
whitepaper2023_all.pdf,128,【第222-1-32】,40.29869842529297,64.42608642578125,51.29869842529297,77.45809173583984
whitepaper2023_all.pdf,128,【第222-1-33】,305.97589111328125,64.42608642578125,316.97589111328125,77.45809173583984
whitepaper2023_all.pdf,129,【第222-1-34】,37.29970169067383,64.42608642578125,48.29970169067383,77.45809173583984
whitepaper2023_all.pdf,129,【第222-1-35】,37.29970169067383,260.42608642578125,48.29970169067383,273.4580993652344
whitepaper2023_all.pdf,129,【第222-1-36】,302.976806640625,64.42608642578125,313.976806640625,77.45809173583984
whitepaper2023_all.pdf,130,【第222-1-37】,40.29869842529297,64.42608642578125,51.29869842529297,77.45809173583984
whitepaper2023_all.pdf,130,【第222-1-38】,40.29869842529297,358.4261169433594,51.29869842529297,371.4581298828125
