PDFファイル,ページ番号,画像ファイル,図番号,x0_diff,y0_diff,x1_diff,y1_diff
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img31.png,【第223-1-2】,-134.31252,-60.08795,-142.22731,-71.03476
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img32.png,【第223-1-2】,-132.22733,-60.08795,-140.14212,-71.03476
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img33.png,【第223-1-2】,-119.64421,-60.23181,-127.55901,-71.17862
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img34.png,【第223-1-2】,-117.55899,-60.23181,-125.47379,-71.17862
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img35.png,【第223-1-2】,-119.64421,-58.14655,-127.55901,-69.09335
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img36.png,【第223-1-2】,-117.55899,-58.14655,-125.47379,-69.09335
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img37.png,【第223-1-2】,-104.90398,-58.86560,-112.81877,-69.81241
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img38.png,【第223-1-2】,-102.81877,-58.86560,-110.73357,-69.81241
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img39.png,【第223-1-2】,-104.90398,-56.78040,-112.81877,-67.72720
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img40.png,【第223-1-2】,-102.81877,-56.78040,-110.73357,-67.72720
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img41.png,【第223-1-2】,-90.23566,-57.57135,-98.15045,-68.51816
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img42.png,【第223-1-2】,-88.15047,-57.57135,-96.06526,-68.51816
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img43.png,【第223-1-2】,-90.23566,-55.48615,-98.15045,-66.43295
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img44.png,【第223-1-2】,-88.15047,-55.48615,-96.06526,-66.43295
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img45.png,【第223-1-2】,-75.56734,-56.20520,-83.48213,-67.15201
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img46.png,【第223-1-2】,-73.48213,-56.20520,-81.39693,-67.15201
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img47.png,【第223-1-2】,-75.56734,-54.12000,-83.48213,-65.06680
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img48.png,【第223-1-2】,-73.48213,-54.12000,-81.39693,-65.06680
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img49.png,【第223-1-2】,-55.72197,-83.31281,-63.63676,-94.25961
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img50.png,【第223-1-2】,-53.63676,-83.31281,-61.55156,-94.25961
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img51.png,【第223-1-2】,-55.72197,-81.22760,-63.63676,-92.17441
whitepaper2023_all.pdf,144,whitepaper2023_all_page144_img52.png,【第223-1-2】,-53.63676,-81.22760,-61.55156,-92.17441
whitepaper2023_all.pdf,146,whitepaper2023_all_page146_img0.png,【第223-1-8】,26.63312,37.23891,222.65521,216.69364
whitepaper2023_all.pdf,148,whitepaper2023_all_page148_img0.png,【第223-4-2】,3.70130,204.57391,237.70130,229.54191
whitepaper2023_all.pdf,160,whitepaper2023_all_page160_img0.png,【第314-3-1】,2.26817,35.79599,239.70820,126.05399
whitepaper2023_all.pdf,160,whitepaper2023_all_page160_img1.png,【第314-3-1】,2.26817,150.08392,239.70820,183.14994
whitepaper2023_all.pdf,174,whitepaper2023_all_page174_img0.png,【第323-4-1】,1.11406,16.78874,240.95286,144.34934
whitepaper2023_all.pdf,176,whitepaper2023_all_page176_img0.png,【第331-1-1】,-261.97681,463.57391,-27.97681,488.54191
whitepaper2023_all.pdf,176,whitepaper2023_all_page176_img1.png,【第331-1-1】,8.82983,16.88757,111.45395,78.79398
whitepaper2023_all.pdf,176,whitepaper2023_all_page176_img2.png,【第331-1-1】,130.51169,23.03578,231.14417,72.64585
whitepaper2023_all.pdf,177,whitepaper2023_all_page177_img0.png,【第331-1-2】,5.97591,8.83632,236.00230,90.68711
whitepaper2023_all.pdf,177,whitepaper2023_all_page177_img1.png,【第331-1-2】,5.97591,103.71910,236.00230,138.10630
whitepaper2023_all.pdf,177,whitepaper2023_all_page177_img2.png,【第331-2-1】,5.83371,13.60211,240.38080,130.99680
whitepaper2023_all.pdf,181,whitepaper2023_all_page181_img0.png,【第331-5-1】,6.46829,16.90169,235.46509,252.42454
whitepaper2023_all.pdf,182,whitepaper2023_all_page182_img0.png,【第331-5-2】,5.52973,14.27941,236.43214,80.65861
whitepaper2023_all.pdf,182,whitepaper2023_all_page182_img1.png,【第331-5-3】,5.52973,-60.30933,236.43214,-33.65492
whitepaper2023_all.pdf,182,whitepaper2023_all_page182_img2.png,【第331-5-3】,0.34425,10.82825,238.74846,137.27885
whitepaper2023_all.pdf,182,whitepaper2023_all_page182_img3.png,【第331-5-3】,0.34425,150.31085,238.74846,276.72487
whitepaper2023_all.pdf,182,whitepaper2023_all_page182_img4.png,【第331-5-4】,2.91815,16.52554,239.10352,161.60343
whitepaper2023_all.pdf,185,whitepaper2023_all_page185_img0.png,【第332-1-1】,6.01755,27.93210,235.94189,45.70170
whitepaper2023_all.pdf,185,whitepaper2023_all_page185_img1.png,【第332-1-1】,6.01755,69.73180,235.94189,87.48100
whitepaper2023_all.pdf,187,whitepaper2023_all_page187_img0.png,【第333-1-1】,4.56098,17.22370,237.53669,57.72459
whitepaper2023_all.pdf,187,whitepaper2023_all_page187_img1.png,【第333-1-1】,4.56098,70.75659,237.53669,111.25748
whitepaper2023_all.pdf,187,whitepaper2023_all_page187_img2.png,【第333-1-1】,4.56098,124.28951,237.53669,164.74180
whitepaper2023_all.pdf,188,whitepaper2023_all_page188_img0.png,【第333-1-2】,1.44398,15.15841,239.22297,83.93119
whitepaper2023_all.pdf,188,whitepaper2023_all_page188_img1.png,【第333-2-1】,3.16932,14.82463,241.62544,43.09813
whitepaper2023_all.pdf,188,whitepaper2023_all_page188_img2.png,【第333-2-1】,3.16932,56.13007,241.62544,84.38347
whitepaper2023_all.pdf,197,whitepaper2023_all_page197_img0.png,【第344-1-1】,-261.97589,239.57391,-27.97589,292.54191
whitepaper2023_all.pdf,197,whitepaper2023_all_page197_img1.png,【第344-1-1】,4.12350,11.78853,237.83899,104.65195
whitepaper2023_all.pdf,198,whitepaper2023_all_page198_img0.png,【第344-1-2】,4.96687,17.19231,236.97294,81.94041
whitepaper2023_all.pdf,198,whitepaper2023_all_page198_img1.png,【第344-1-2】,4.96687,94.97238,236.97294,159.69016
whitepaper2023_all.pdf,198,whitepaper2023_all_page198_img2.png,【第344-1-3】,4.24274,16.37878,237.71677,107.74308
whitepaper2023_all.pdf,199,whitepaper2023_all_page199_img0.png,【第344-1-4】,5.65358,28.18369,236.40269,184.69462
whitepaper2023_all.pdf,213,whitepaper2023_all_page213_img0.png,【第361-4-1】,5.95874,9.14374,501.89674,198.84214
whitepaper2023_all.pdf,213,whitepaper2023_all_page213_img1.png,【第361-4-1】,5.95874,211.87411,501.89674,300.11851
whitepaper2023_all.pdf,214,whitepaper2023_all_page214_img0.png,【第361-4-2】,6.18489,17.87396,501.61534,175.38596
whitepaper2023_all.pdf,214,whitepaper2023_all_page214_img1.png,【第361-4-2】,6.18489,188.41803,501.61534,260.61723
whitepaper2023_all.pdf,215,whitepaper2023_all_page215_img0.png,【第361-4-3】,3.58569,26.76627,238.27168,164.23527
whitepaper2023_all.pdf,215,whitepaper2023_all_page215_img1.png,【第361-4-3】,5.70017,192.45142,236.32236,308.80131
whitepaper2023_all.pdf,219,whitepaper2023_all_page219_img0.png,【第361-4-4】,2.78464,14.20298,236.40143,94.46018
whitepaper2023_all.pdf,220,whitepaper2023_all_page220_img0.png,【第361-4-5】,5.19572,12.94915,236.98970,105.96714
whitepaper2023_all.pdf,220,whitepaper2023_all_page220_img1.png,【第361-4-5】,5.01392,119.57487,237.17149,173.26347
whitepaper2023_all.pdf,220,whitepaper2023_all_page220_img2.png,【第361-4-5】,5.01392,186.29541,237.17149,239.95371
whitepaper2023_all.pdf,222,whitepaper2023_all_page222_img0.png,【第361-5-1】,4.07446,16.39188,237.87906,53.99747
whitepaper2023_all.pdf,222,whitepaper2023_all_page222_img1.png,【第361-5-1】,4.07446,67.02948,237.87906,104.61167
whitepaper2023_all.pdf,224,whitepaper2023_all_page224_img0.png,【第361-5-2】,6.05988,28.07761,237.33908,35.05381
whitepaper2023_all.pdf,224,whitepaper2023_all_page224_img1.png,【第361-5-2】,6.05988,59.08381,237.33908,66.04142
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img0.png,【第362-2-1】,5.70374,78.45923,70.85374,72.17722
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img1.png,【第362-2-1】,79.99874,84.35425,70.71874,72.04224
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img2.png,【第362-2-1】,83.01373,17.23676,145.28373,10.95475
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img3.png,【第362-2-4】,-111.24837,23.13177,-120.52837,-0.17822
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img4.png,【第362-2-2】,82.11335,-89.57324,145.82335,-95.85526
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img5.png,【第362-2-4】,-110.70874,112.32178,-119.98874,89.01179
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img6.png,【第362-2-1】,5.70374,51.03174,70.85374,44.74973
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img7.png,【第362-2-1】,79.99874,56.92676,70.71874,44.61475
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img8.png,【第362-2-1】,5.70374,17.23676,70.85374,10.95475
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img9.png,【第362-2-1】,79.99874,23.13177,70.71874,10.81977
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img10.png,【第362-2-4】,-107.94087,17.23676,-29.11087,-0.04324
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img11.png,【第362-2-4】,-19.96625,23.13177,-29.24625,-0.17822
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img12.png,【第362-2-4】,4.66074,27.35012,237.41351,119.72733
whitepaper2023_all.pdf,228,whitepaper2023_all_page228_img13.png,【第362-2-4】,4.66074,143.75734,237.41351,177.90635
whitepaper2023_all.pdf,229,whitepaper2023_all_page229_img0.png,【第362-3-1】,4.00322,14.74908,238.01725,136.75425
whitepaper2023_all.pdf,230,whitepaper2023_all_page230_img0.png,【第362-4-1】,5.15277,28.04828,238.20857,71.55729
whitepaper2023_all.pdf,230,whitepaper2023_all_page230_img1.png,【第362-4-1】,5.15277,95.58728,238.20857,139.06809
whitepaper2023_all.pdf,230,whitepaper2023_all_page230_img2.png,【第362-4-1】,5.15277,163.38004,238.20857,226.91105
whitepaper2023_all.pdf,240,whitepaper2023_all_page240_img0.png,【第382-1-1】,-261.97690,197.57391,-27.97690,222.54191
whitepaper2023_all.pdf,240,whitepaper2023_all_page240_img1.png,【第382-1-1】,-1.36646,7.45930,247.57309,83.94010
whitepaper2023_all.pdf,240,whitepaper2023_all_page240_img2.png,【第382-1-1】,-1.36646,96.97212,247.57309,128.65092
whitepaper2023_all.pdf,241,whitepaper2023_all_page241_img0.png,【第382-2-1】,-0.90799,18.08493,501.41761,150.05613
whitepaper2023_all.pdf,241,whitepaper2023_all_page241_img1.png,【第382-2-1】,-0.90799,163.08815,501.41761,222.51694
whitepaper2023_all.pdf,241,whitepaper2023_all_page241_img2.png,【第382-2-2】,3.23792,25.56473,238.74292,78.36475
whitepaper2023_all.pdf,241,whitepaper2023_all_page241_img3.png,【第382-2-2】,3.23792,102.39474,238.74292,116.76025
whitepaper2023_all.pdf,263,whitepaper2023_all_page263_img0.png,【第3111-1-2】,269.70130,-40.42609,502.70130,-15.45808
whitepaper2023_all.pdf,263,whitepaper2023_all_page263_img1.png,【第3111-1-2】,94.56397,15.64928,146.59997,64.30687
whitepaper2023_all.pdf,263,whitepaper2023_all_page263_img2.png,【第3111-1-1】,95.30262,17.85648,145.68262,66.60947
確認.pdf,1,確認_page1_img0.png,【第111-1-1】,5.87907,17.40674,236.10347,37.36753
確認.pdf,1,確認_page1_img1.png,【第111-1-1】,5.87907,50.39954,236.10347,70.34263
確認.pdf,1,確認_page1_img2.png,【第111-2-1】,8.26050,-2.63013,361.23769,236.73389
確認.pdf,1,確認_page1_img3.png,【第111-2-2】,4.52579,15.65502,238.98560,125.94102
確認.pdf,1,確認_page1_img4.png,【第111-2-2】,4.52579,138.97304,238.98560,187.57664
