PDFファイル,ページ番号,図番号,x0,y0,x1,y1
sample1.pdf,1,【図 1-1】,462,469,469,462
sample1.pdf,2,【図 1-2】,350,357,357,350
sample1.pdf,3,【図 1-3】,100,107,107,100
sample1.pdf,4,【図 1-4】,468,475,475,468
sample1.pdf,4,【図 1-5】,481,488,488,481
sample1.pdf,5,【図 1-6】,465,472,472,465
sample1.pdf,6,【図 1-7】,141,148,148,141
sample1.pdf,7,【図 1-8】,532,539,539,532
sample2.pdf,1,【図 2-1】,140,147,147,140
sample2.pdf,2,【図 2-2】,297,304,304,297
sample2.pdf,3,【図 2-3】,462,469,469,462
sample2.pdf,4,【図 2-4】,337,344,344,337
